-,-,-
-38, 280, 880
-9, 269, 901
24, 323, 1079
142, 558, 1326
120, 645, 1224
120, 645, 1224
53, 356, 1014
92, 126, 1131
153, 163, 913
-65, -286, 516
-77, -658, 150
-88, -929, -63
-238, -1083, -611
-201, -941, -665
-169, -774, -681
-284, -843, -701
-345, -817, -846
-355, -773, -727
-421, -827, -704
-458, -772, -866
-439, -714, -995
-327, -803, -797
-234, -913, -669
-248, -744, -778
-163, -459, -442
-9, 57, 255
-9, 57, 255
44, 313, 689
15, 364, 942
-66, 616, 883
-66, 616, 883
7, 991, 1032
126, 994, 1093
208, 748, 1137
246, 537, 1285
222, 402, 1356
-,-,-
-13, 162, 915
73, 181, 1028
128, 262, 1165
202, 296, 1349
202, 296, 1349
263, 223, 1431
271, 130, 1404
228, 35, 1258
116, -171, 1050
118, -272, 969
77, -390, 747
-30, -426, 317
-150, -663, -171
-215, -870, -388
-229, -820, -514
-243, -772, -560
-332, -823, -712
-405, -879, -855
-446, -945, -878
-449, -957, -787
-452, -941, -691
-472, -907, -660
-480, -823, -659
-415, -744, -581
-219, -611, -292
3, -264, 304
3, -264, 304
111, -54, 777
98, -83, 876
64, -30, 870
63, 112, 938
63, 112, 938
150, 682, 913
270, 684, 1142
287, 585, 986
318, 544, 996
318, 544, 996
379, 490, 1210
-,-,-
57, 66, 1029
143, 54, 1022
110, -22, 1008
168, -8, 1141
168, -8, 1141
190, 43, 1187
189, 64, 1158
215, 8, 1262
210, -46, 1278
182, -151, 1261
114, -251, 1005
76, -399, 870
76, -399, 870
44, -574, 743
-4, -701, 532
-13, -715, 485
-71, -686, 273
-145, -774, -71
-123, -665, -225
-173, -721, -522
-284, -930, -862
-279, -832, -871
-257, -703, -752
-294, -546, -805
-319, -656, -727
-418, -774, -906
-406, -757, -785
-383, -750, -711
-415, -767, -805
-439, -903, -862
-409, -815, -840
-316, -686, -787
-174, -452, -494
62, -82, 143
62, -82, 143
186, 253, 671
153, 326, 800
69, 404, 996
71, 456, 1210
148, 683, 1309
148, 683, 1309
199, 755, 1153
263, 573, 1084
328, 403, 1266
330, 235, 1419
-,-,-
64, -184, 1066
38, -283, 1008
19, -371, 878
19, -371, 878
23, -573, 854
1, -711, 758
-47, -753, 590
-91, -800, 476
-129, -811, 375
-157, -802, 312
-157, -802, 312
-183, -804, 237
-240, -833, 76
-245, -861, 64
-293, -942, -103
-325, -1064, -187
-340, -1042, -261
-386, -1079, -352
-412, -1116, -381
-396, -1078, -333
-378, -1023, -289
-275, -893, -21
-142, -649, 303
-74, -400, 511
-45, -220, 596
-6, -29, 636
59, 151, 833
77, 324, 879
103, 433, 869
103, 433, 869
191, 598, 920
277, 854, 934
393, 797, 1227
394, 730, 1232
353, 674, 1159
339, 667, 1206
339, 667, 1206
-,-,-
116, 311, 1135
92, 168, 1394
67, 137, 1034
67, 137, 1034
58, 173, 1018
155, 155, 1360
192, 143, 1453
138, -21, 1291
33, -356, 918
45, -586, 787
45, -586, 787
107, -549, 767
-35, -709, 273
-143, -732, -86
-120, -714, -173
-187, -789, -495
-227, -637, -604
-228, -568, -594
-250, -640, -791
-289, -770, -953
-314, -912, -1053
-372, -877, -1163
-443, -731, -1297
-473, -635, -1303
-372, -467, -1026
-141, -242, -529
96, 76, 318
220, 186, 1101
145, 269, 1070
44, 292, 952
-6, 388, 861
-6, 388, 861
